#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000002.1,575131,576588,-,gbpA,2    ,#NULL!,0/0,100,97.81,vfdb,WP_000744635,(gbpA) N-acetylglucosamine-binding protein GbpA [GbpA (VF0619) - Adherence (VFC0001)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000002.1,870071,871240,+,cqsA,2    ,#NULL!,0/0,100,99.23,vfdb,WP_001039912,(cqsA) CAI-1 autoinducer synthase [CAI-1 (VF0405) - Biofilm (VFC0271)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,50537,52126,+,VC0395_RS15460,2    ,#NULL!,0/0,100,97.04,vfdb,WP_000281100,(VC0395_RS15460) ExeA family protein [Eps T2SS (VF0613) - Effector delivery system (VFC0086)] [Vibrio cholerae O395],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,52126,52896,+,VC0395_RS15455,2    ,#NULL!,0/0,100,98.18,vfdb,WP_000049003,(VC0395_RS15455) general secretion pathway protein GspB [Eps T2SS (VF0613) - Effector delivery system (VFC0086)] [Vibrio cholerae O395],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,74232,75107,-,pilD/vcpD,2    ,#NULL!,0/0,100,98.17,vfdb,WP_000418747,(pilD/vcpD) A24 family peptidase [ChiRP (VF0609) - Adherence (VFC0001)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,75165,76391,-,pilC,2    ,#NULL!,0/0,100,97.39,vfdb,WP_000648511,(pilC) type II secretion system F family protein [ChiRP (VF0609) - Adherence (VFC0001)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,76434,78122,-,pilB,2    ,#NULL!,0/0,100,95.26,vfdb,WP_000957200,(pilB) type IV-A pilus assembly ATPase PilB [ChiRP (VF0609) - Adherence (VFC0001)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,319573,320706,-,flgT,2    ,#NULL!,0/0,100,99.12,vfdb,WP_000739493,(flgT) Vibrio-specific flagellar H-ring component FlgT [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,320867,321502,+,flgO,2    ,#NULL!,0/0,100,99.06,vfdb,WP_000759070,(flgO) Vibrio-specific flagellar H-ring component FlgO [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,321510,321947,+,flgP,2    ,#NULL!,0/0,100,98.86,vfdb,WP_001881911,(flgP) Vibrio-specific flagellar H-ring component FlgP [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,322057,322482,-,flgN,2    ,#NULL!,0/0,100,99.3,vfdb,WP_000729367,(flgN) flagellar biosynthesis chaperone FlgN [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,322586,322909,-,flgM,2    ,#NULL!,0/0,100,99.07,vfdb,WP_000907265,(flgM) negative regulator of flagellin synthesis FlgM putative [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,323040,323807,-,flgA,2    ,#NULL!,0/0,100,99.61,vfdb,WP_001881906,(flgA) flagellar basal body P-ring biosynthesis protein [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,323864,324790,+,cheV,2    ,#NULL!,0/0,100,99.35,vfdb,WP_000145786,(cheV) chemotaxis protein CheV [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,324801,325628,+,cheR,2    ,#NULL!,0/0,100,99.52,vfdb,WP_000125387,(cheR) chemotaxis protein methyltransferase CheR [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,325847,326242,+,flgB,2    ,#NULL!,0/0,100,99.24,vfdb,WP_001007981,(flgB) flagellar basal body rod protein FlgB [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,326247,326663,+,flgC,2    ,#NULL!,0/0,100,99.04,vfdb,WP_000051920,(flgC) flagellar basal body rod protein FlgC [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,326681,327388,+,flgD,2    ,#NULL!,0/0,100,100,vfdb,WP_000929365,(flgD) flagellar basal-body rod modification protein FlgD [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,327417,328721,+,flgE,2    ,#NULL!,0/0,100,99.16,vfdb,WP_000122825,(flgE) flagellar hook protein FlgE [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,328904,329653,+,flgF,2    ,#NULL!,0/0,100,99.33,vfdb,WP_000373284,(flgF) flagellar basal-body rod protein FlgF [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,329673,330461,+,flgG,2    ,#NULL!,0/0,100,99.24,vfdb,WP_001182097,(flgG) flagellar basal-body rod protein FlgG [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,330485,331261,+,flgH,2    ,#NULL!,0/0,100,98.33,vfdb,WP_001911822,(flgH) flagellar L-ring protein precursor FlgH [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,331352,332437,+,flgI,2    ,#NULL!,0/0,100,98.99,vfdb,WP_001225051,(flgI) flagellar P-ring protein precursor FlgI [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,332448,333386,+,flgJ,2    ,#NULL!,0/0,100,99.04,vfdb,WP_000609516,(flgJ) peptidoglycan hydrolase [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,333565,335439,+,flgK,2    ,#NULL!,0/0,100,99.09,vfdb,WP_000135483,(flgK) flagellar hook-associated protein 1 FlgK [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,335452,336645,+,flgL,2    ,#NULL!,0/0,100,99.5,vfdb,WP_000934642,(flgL) flagellar hook-associated protein 3 FlgL [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,337053,338192,+,flaA,2    ,#NULL!,0/0,100,99.47,vfdb,WP_000154827,(flaA) flagellin [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,338748,339881,+,flaC,2    ,#NULL!,0/0,100,99.03,vfdb,WP_000290380,(flaC) flagellin [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,372574,373710,+,flaE,2    ,#NULL!,0/0,100,98.68,vfdb,WP_001251948,(flaE) secreted flagellin involved in biofilm formation [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,373999,375132,+,flaD,2    ,#NULL!,0/0,100,99.56,vfdb,WP_000290371,(flaD) flagellin [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,375367,376497,+,flaB,2    ,#NULL!,0/0,100,99.29,vfdb,WP_000996996,(flaB) flagellin [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,376571,377032,+,flaG,2    ,#NULL!,0/0,100,99.35,vfdb,WP_000405330,(flaG) flagellar protein FlaG [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,377054,379054,+,fliD,2    ,#NULL!,0/0,100,98.95,vfdb,WP_000052031,(fliD) flagellar hook-associated protein [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,379056,379361,+,flaI,2    ,#NULL!,0/0,100,100,vfdb,WP_000387035,(flaI) flagellar rod protein FlaI putative [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,379372,379782,+,fliS,2    ,#NULL!,0/0,100,99.51,vfdb,WP_001214990,(fliS) flagellar protein FliS [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,380014,381480,+,flrA,2    ,#NULL!,0/0,100,99.32,vfdb,WP_001190986,(flrA) sigma-54 dependent transcriptional activator [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,381592,382647,+,fleS/flrB,2    ,#NULL!,0/0,100,99.43,vfdb,WP_001881834,(fleS/flrB) sensory box sensor histidine kinase [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,382650,384083,+,fleR/flrC,2    ,#NULL!,0/0,100,98.54,vfdb,WP_000079330,(fleR/flrC) sigma-54 dependent response regulator [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,384159,384470,+,fliE,2    ,#NULL!,0/0,100,99.36,vfdb,WP_001234824,(fliE) flagellar hook-basal body protein [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,384486,386228,+,fliF,2    ,#NULL!,0/0,100,99.6,vfdb,WP_000752739,(fliF) flagellar M-ring protein FliF [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,386221,387267,+,fliG,2    ,#NULL!,0/0,100,98.95,vfdb,WP_001030089,(fliG) flagellar motor protein [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,387360,388160,+,fliH,2    ,#NULL!,0/0,100,98.88,vfdb,WP_000012402,(fliH) flagellar assembly protein [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,388164,389483,+,fliI,2    ,#NULL!,0/0,100,98.79,vfdb,WP_000880258,(fliI) flagellum-specific ATP synthase [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,389498,389941,+,fliJ,2    ,#NULL!,0/0,100,97.97,vfdb,WP_000367979,(fliJ) flagellar protein FliJ [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,390120,392129,+,fliK,2    ,#NULL!,0/0,100,97.71,vfdb,WP_001102188,(fliK) flagellar hook-length control protein FliK putative [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,392164,392667,+,fliL,2    ,#NULL!,0/0,100,99.8,vfdb,WP_000796799,(fliL) flagellar basal body-associated protein [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,392675,393724,+,fliM,2    ,#NULL!,0/0,100,98.67,vfdb,WP_000130773,(fliM) flagellar motor switch protein [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,393794,394204,+,fliN,2    ,#NULL!,0/0,100,99.51,vfdb,WP_001129786,(fliN) flagellar motor switch protein [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,394208,394597,+,fliO,2    ,#NULL!,0/0,100,98.97,vfdb,WP_001228179,(fliO) flagellar protein FliO [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,394575,395474,+,fliP,2    ,#NULL!,0/0,100,98.11,vfdb,WP_000831828,(fliP) flagellar biosynthesis protein [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,395487,395756,+,fliQ,2    ,#NULL!,0/0,100,100,vfdb,WP_000187051,(fliQ) flagellar biosynthesis protein [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,395765,396547,+,fliR,2    ,#NULL!,0/0,100,99.36,vfdb,WP_000456297,(fliR) flagellar biosynthesis protein [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,396557,397687,+,flhB,2    ,#NULL!,0/0,100,99.2,vfdb,WP_000840982,(flhB) flagellar biosynthesis protein [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,446583,448676,+,flhA,2    ,#NULL!,0/0,100,98.85,vfdb,WP_001881783,(flhA) flagellar biosynthesis protein [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,448711,450198,+,flhF,2    ,#NULL!,0/0,100,98.66,vfdb,WP_001881782,(flhF) flagellar biosynthesis protein [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,450212,451099,+,fleN/flhG,2    ,#NULL!,0/0,100,99.89,vfdb,WP_000182546,(fleN/flhG) MinD-like ATPase [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,451092,451826,+,fliA,2    ,#NULL!,0/0,100,99.59,vfdb,WP_001030417,(fliA) flagellar biosynthesis sigma factor FliA [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,451872,452240,+,cheY,2    ,#NULL!,0/0,100,99.73,vfdb,WP_000697869,(cheY) chemotaxis protein CheY [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,452296,453015,+,cheZ,2    ,#NULL!,0/0,100,99.58,vfdb,WP_000624259,(cheZ) chemotaxis protein CheZ [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,453025,455388,+,cheA,2    ,#NULL!,2/30,99.49,97.43,vfdb,WP_000119661,(cheA) chemotaxis protein CheA [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,455415,456548,+,cheB,2    ,#NULL!,0/0,100,97.18,vfdb,WP_000985860,(cheB) chemotaxis-specific methylesterase [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,458382,458876,+,cheW,2    ,#NULL!,0/0,100,99.39,vfdb,WP_000075896,(cheW) purine-binding chemotaxis protein CheW [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000003.1,633323,635398,-,VC_RS09110,2    ,#NULL!,0/0,100,99.04,vfdb,WP_001881639,(VC_RS09110) hemolysin [Bap1 (VF0618) - Biofilm (VFC0271)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000004.1,89072,89707,-,motX,2    ,#NULL!,0/0,100,98.27,vfdb,WP_001883957,(motX) sodium-type flagellar protein MotX [Flagella (VF0519) - Motility (VFC0204)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000004.1,215521,216279,-,epsN,2    ,#NULL!,0/0,100,98.42,vfdb,WP_000817146,(epsN) type II secretion system protein N [Eps T2SS (VF0613) - Effector delivery system (VFC0086)] [Vibrio cholerae O395],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000004.1,216281,216778,-,epsM,2    ,#NULL!,0/0,100,99,vfdb,WP_000661339,(epsM) type II secretion system protein M [Eps T2SS (VF0613) - Effector delivery system (VFC0086)] [Vibrio cholerae O395],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000004.1,216788,217999,-,epsL,2    ,#NULL!,0/0,100,98.43,vfdb,WP_001288747,(epsL) type II secretion system protein GspL [Eps T2SS (VF0613) - Effector delivery system (VFC0086)] [Vibrio cholerae O395],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000004.1,217968,218978,-,epsK,2    ,#NULL!,0/0,100,98.81,vfdb,WP_001201881,(epsK) type II secretion system minor pseudopilin GspK [Eps T2SS (VF0613) - Effector delivery system (VFC0086)] [Vibrio cholerae O395],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000004.1,218968,219636,-,epsJ,2    ,#NULL!,01/03,100,98.21,vfdb,WP_000269343,(epsJ) type II secretion system minor pseudopilin GspJ [Eps T2SS (VF0613) - Effector delivery system (VFC0086)] [Vibrio cholerae O395],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000004.1,219623,219976,-,epsI,2    ,#NULL!,0/0,100,99.44,vfdb,WP_000837699,(epsI) type II secretion system minor pseudopilin GspI [Eps T2SS (VF0613) - Effector delivery system (VFC0086)] [Vibrio cholerae O395],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000004.1,219966,220550,-,epsH,2    ,#NULL!,0/0,100,99.32,vfdb,WP_000127537,(epsH) type II secretion system minor pseudopilin GspH [Eps T2SS (VF0613) - Effector delivery system (VFC0086)] [Vibrio cholerae O395],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000004.1,220584,221024,-,epsG,2    ,#NULL!,0/0,100,99.32,vfdb,WP_000738789,(epsG) type II secretion system major pseudopilin GspG [Eps T2SS (VF0613) - Effector delivery system (VFC0086)] [Vibrio cholerae O395],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000004.1,221065,222285,-,epsF,2    ,#NULL!,0/0,100,98.03,vfdb,WP_000718700,(epsF) type II secretion system inner membrane protein GspF [Eps T2SS (VF0613) - Effector delivery system (VFC0086)] [Vibrio cholerae O395],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000004.1,222285,223796,-,epsE,2    ,#NULL!,0/0,100,99.01,vfdb,WP_000138174,(epsE) type II secretion system ATPase GspE [Eps T2SS (VF0613) - Effector delivery system (VFC0086)] [Vibrio cholerae O395],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000004.1,223793,225817,-,epsD,2    ,#NULL!,0/0,100,99.36,vfdb,WP_000878557,(epsD) type II secretion system secretin GspD [Eps T2SS (VF0613) - Effector delivery system (VFC0086)] [Vibrio cholerae O395],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000004.1,225863,226780,-,epsC,2    ,#NULL!,0/0,100,99.45,vfdb,WP_000394676,(epsC) type II secretion system protein GspC [Eps T2SS (VF0613) - Effector delivery system (VFC0086)] [Vibrio cholerae O395],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000005.1,10245,10763,+,luxS,2    ,#NULL!,0/0,100,99.23,vfdb,WP_001130227,(luxS) S-ribosylhomocysteinase [AI-2 (VF0406) - Biofilm (VFC0271)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000009.1,63132,65357,-,hlyA,2    ,#NULL!,0/0,100,96.94,vfdb,WP_001125271,(hlyA) Vibrio cholerae cytolysin VCC [VCC (VF0516) - Exotoxin (VFC0235)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000011.1,16229,18241,+,mshH,2    ,#NULL!,02/02,99.95,96.57,vfdb,WP_164923315,(mshH) MSHA biogenesis protein MshH [MSHA pili (VF0515) - Adherence (VFC0001)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000011.1,18254,19693,+,mshI,2    ,#NULL!,0/0,100,93.96,vfdb,WP_000743253,(mshI) MSHA biogenesis protein MshI [MSHA pili (VF0515) - Adherence (VFC0001)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000011.1,19690,20340,+,mshJ,2    ,#NULL!,0/0,100,94.62,vfdb,WP_000835144,(mshJ) MSHA biogenesis protein MshJ [MSHA pili (VF0515) - Adherence (VFC0001)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000011.1,20333,20650,+,mshK,2    ,#NULL!,0/0,100,93.71,vfdb,WP_000252812,(mshK) MSHA biogenesis protein MshK [MSHA pili (VF0515) - Adherence (VFC0001)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000011.1,20666,22342,+,mshL,2    ,#NULL!,01/03,99.82,92.08,vfdb,WP_001227124,(mshL) MSHA biogenesis protein MshL [MSHA pili (VF0515) - Adherence (VFC0001)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000011.1,22347,23192,+,mshM,2    ,#NULL!,0/0,100,96.93,vfdb,WP_000281360,(mshM) MSHA biogenesis protein MshM [MSHA pili (VF0515) - Adherence (VFC0001)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000011.1,23189,24340,+,mshN,2    ,#NULL!,02/04,99.83,92.98,vfdb,WP_000117841,(mshN) MSHA biogenesis protein MshN [MSHA pili (VF0515) - Adherence (VFC0001)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000011.1,24330,26057,+,mshE,2    ,#NULL!,0/0,100,96.06,vfdb,WP_001122154,(mshE) MSHA biogenesis protein MshE [MSHA pili (VF0515) - Adherence (VFC0001)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000011.1,26066,27289,+,mshG,2    ,#NULL!,0/0,100,96.08,vfdb,WP_000190444,(mshG) MSHA biogenesis protein MshG [MSHA pili (VF0515) - Adherence (VFC0001)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000011.1,27292,27745,+,mshF,2    ,#NULL!,01/01,100,95.81,vfdb,WP_000689647,(mshF) MSHA biogenesis protein MshF [MSHA pili (VF0515) - Adherence (VFC0001)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000011.1,27826,28380,+,mshB,2    ,#NULL!,0/0,100,98.2,vfdb,WP_000738708,(mshB) MSHA pilin protein MshB [MSHA pili (VF0515) - Adherence (VFC0001)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000011.1,28954,29426,+,mshC,18    ,#NULL!,0/0,96.73,95.77,vfdb,WP_000691266,(mshC) MSHA pilin protein MshC [MSHA pili (VF0515) - Adherence (VFC0001)] [Vibrio cholerae O1 biovar El Tor str. N16961],
GCA_032819635.1_ASM3281963v1_genomic.fna,JAUPDB010000011.1,29416,29985,+,mshD,2    ,#NULL!,0/0,100,99.12,vfdb,WP_001144509,(mshD) MSHA pilin protein MshD [MSHA pili (VF0515) - Adherence (VFC0001)] [Vibrio cholerae O1 biovar El Tor str. N16961],
#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
