#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_032819635.1_ASM3281963v1_genomic.fna.gz	JAUPDB010000002.1	223072	225146	-	vgrG-2	1-2075/2085	===============	0/0	99.52	95.33	vfdb	NP_232419	(vgrG-2) type VI secretion system substrate VgrG-2 [VAS (SS181)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819635.1_ASM3281963v1_genomic.fna.gz	JAUPDB010000002.1	225274	225792	-	hcp-2	1-519/519	===============	0/0	100.00	98.07	vfdb	NP_232418	(hcp-2) type VI secretion system substrate Hcp-2 [VAS (SS181)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819635.1_ASM3281963v1_genomic.fna.gz	JAUPDB010000002.1	870071	871240	+	cqsA	1-1170/1170	===============	0/0	100.00	99.23	vfdb	NP_232914	(cqsA) CAI-1 autoinducer synthase [CAI-1 (VF0405)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819635.1_ASM3281963v1_genomic.fna.gz	JAUPDB010000005.1	10245	10763	+	luxS	1-519/519	===============	0/0	100.00	99.23	vfdb	NP_230208	(luxS) S-ribosylhomocysteinase [AI-2 (VF0406)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819635.1_ASM3281963v1_genomic.fna.gz	JAUPDB010000009.1	63132	65357	-	hlyA	1-2226/2226	===============	0/0	100.00	96.94	vfdb	NP_232618	(hlyA) Vibrio cholerae cytolysin VCC [VCC (VF0516)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000001.1	117168	117686	-	hcp-2	1-519/519	===============	0/0	100.00	88.83	vfdb	NP_232418	(hcp-2) type VI secretion system substrate Hcp-2 [VAS (SS181)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000001.1	730504	731022	+	hcp-2	1-519/519	===============	0/0	100.00	97.11	vfdb	NP_232418	(hcp-2) type VI secretion system substrate Hcp-2 [VAS (SS181)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000001.1	731150	733067	+	vgrG-2	1-1918/2085	========/=====.	7/12	91.70	90.54	vfdb	NP_232419	(vgrG-2) type VI secretion system substrate VgrG-2 [VAS (SS181)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000001.1	765555	766958	-	rtxD	1-1404/1404	===============	0/0	100.00	98.93	vfdb	NP_231090	(rtxD) RTX toxin transporter RtxD [RTX toxin (CVF263)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000001.1	766913	769075	-	rtxB	1-2163/2163	===============	0/0	100.00	99.08	vfdb	NP_231091	(rtxB) RTX toxin transporter RtxB [RTX toxin (CVF263)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000001.1	769818	770279	+	rtxC	1-462/462	===============	0/0	100.00	100.00	vfdb	NP_231093	(rtxC) RTX toxin activating protein RtxC [RTX toxin (CVF263)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000001.1	770264	783940	+	rtxA	1-13677/13677	===============	0/0	100.00	97.69	vfdb	NP_231094	(rtxA) RTX toxin RtxA [MARTX (VF0265)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000001.1	784790	785308	+	hcp-2	1-519/519	===============	0/0	100.00	94.61	vfdb	NP_232418	(hcp-2) type VI secretion system substrate Hcp-2 [VAS (SS181)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000001.1	785436	787315	+	vgrG-2	1-1880/2085	========/=====.	7/16	89.78	90.78	vfdb	NP_232419	(vgrG-2) type VI secretion system substrate VgrG-2 [VAS (SS181)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000003.1	338521	339039	+	hcp-2	1-519/519	===============	0/0	100.00	98.65	vfdb	NP_232418	(hcp-2) type VI secretion system substrate Hcp-2 [VAS (SS181)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000003.1	339167	341251	+	vgrG-2	1-2085/2085	===============	0/0	100.00	95.06	vfdb	NP_232419	(vgrG-2) type VI secretion system substrate VgrG-2 [VAS (SS181)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000003.1	437421	437927	+	vipA/mglA	1-507/507	===============	0/0	100.00	99.41	vfdb	NP_232508	(vipA/mglA) type VI secretion system tubule-forming protein VipA [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000003.1	437968	439446	+	vipB/mglB	1-1479/1479	===============	0/0	100.00	99.80	vfdb	NP_232509	(vipB/mglB) type VI secretion system tubule-forming protein VipB [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000003.1	439449	439886	+	VCA0109	1-438/438	===============	0/0	100.00	100.00	vfdb	NP_232510	(VCA0109) type VI secretion system protein [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000003.1	439892	441661	+	vasA	1-1770/1770	===============	0/0	100.00	99.55	vfdb	NP_232511	(vasA) type VI secretion system protein VasA [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000003.1	441625	442641	+	vasB	1-1017/1017	===============	0/0	100.00	98.92	vfdb	NP_232512	(vasB) type VI secretion system protein VasB [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000003.1	442644	444131	+	vasC	1-1488/1488	===============	0/0	100.00	99.19	vfdb	NP_232513	(vasC) type VI secretion system protein VasC [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000003.1	444134	444610	+	vasD	1-477/477	===============	0/0	100.00	99.58	vfdb	NP_232514	(vasD) type VI secretion system protein VasD [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000003.1	444617	445951	+	vasE	1-1335/1335	===============	0/0	100.00	99.25	vfdb	NP_232515	(vasE) type VI secretion system protein VasE [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000003.1	445954	446727	+	vasF	1-774/774	===============	0/0	100.00	98.84	vfdb	NP_232516	(vasF) type VI secretion system protein VasF [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000003.1	446753	449362	+	clpB/vasG	1-2610/2610	===============	0/0	100.00	99.50	vfdb	NP_232517	(clpB/vasG) type VI secretion system AAA+ family ATPase [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000003.1	449365	450957	+	vasH	1-1593/1593	===============	0/0	100.00	99.56	vfdb	NP_232518	(vasH) type VI secretion system regulatory protein VasH [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000003.1	450927	451610	+	vasI	1-684/684	===============	0/0	100.00	99.71	vfdb	NP_232519	(vasI) type VI secretion system protein VasI [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000003.1	451620	453029	+	vasJ	1-1410/1410	===============	0/0	100.00	99.22	vfdb	NP_232520	(vasJ) type VI secretion system protein VasJ [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000003.1	453045	456590	+	icmF/vasK	1-3546/3546	===============	0/0	100.00	98.82	vfdb	NP_232521	(icmF/vasK) type VI secretion system inner membrane protein VasK [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000003.1	456638	457903	+	vasL	1-1266/1266	===============	0/0	100.00	98.89	vfdb	NP_232522	(vasL) type VI secretion system protein VasL [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000003.1	457954	458196	+	VCA0122	1-243/243	===============	0/0	100.00	98.35	vfdb	NP_232523	(VCA0122) type VI secretion system regulatory protein [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000003.1	553339	555564	+	hlyA	1-2226/2226	===============	0/0	100.00	97.31	vfdb	NP_232618	(hlyA) Vibrio cholerae cytolysin VCC [VCC (VF0516)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000006.1	170412	170930	-	luxS	1-519/519	===============	0/0	100.00	99.04	vfdb	NP_230208	(luxS) S-ribosylhomocysteinase [AI-2 (VF0406)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032819975.1_ASM3281997v1_genomic.fna.gz	JAUPDK010000012.1	52261	53430	+	cqsA	1-1170/1170	===============	0/0	100.00	99.74	vfdb	NP_232914	(cqsA) CAI-1 autoinducer synthase [CAI-1 (VF0405)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000001.1	118593	120455	-	tcpI	1-1863/1863	===============	0/0	100.00	100.00	vfdb	NP_230473	(tcpI) toxin co-regulated pilus biosynthesis protein I [TCP (VF0126)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000001.1	120895	121560	+	tcpP	1-666/666	===============	0/0	100.00	100.00	vfdb	NP_230474	(tcpP) toxin co-regulated pilus biosynthesis protein P [TCP (VF0126)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000001.1	121545	121955	+	tcpH	1-411/411	===============	0/0	100.00	100.00	vfdb	NP_230475	(tcpH) toxin co-regulated pilus biosynthesis protein H [TCP (VF0126)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000001.1	122498	123172	+	tcpA	1-675/675	===============	0/0	100.00	100.00	vfdb	NP_230476	(tcpA) toxin co-regulated pilin [TCP (VF0126)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000001.1	123252	124544	+	tcpB	1-1293/1293	===============	0/0	100.00	99.92	vfdb	NP_230477	(tcpB) toxin co-regulated pilus biosynthesis protein B [TCP (VF0126)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000001.1	124544	124996	+	tcpQ	1-453/453	===============	0/0	100.00	100.00	vfdb	NP_230478	(tcpQ) toxin co-regulated pilus biosynthesis protein Q [TCP (VF0126)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000001.1	124999	126468	+	tcpC	1-1470/1470	===============	0/0	100.00	100.00	vfdb	NP_230479	(tcpC) toxin co-regulated pilus biosynthesis outer membrane protein C [TCP (VF0126)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000001.1	126461	126916	+	tcpR	1-456/456	===============	0/0	100.00	100.00	vfdb	NP_230480	(tcpR) toxin co-regulated pilus biosynthesis protein R [TCP (VF0126)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000001.1	126904	127740	+	tcpD	1-837/837	===============	0/0	100.00	100.00	vfdb	NP_230481	(tcpD) toxin co-regulated pilus biosynthesis protein D [TCP (VF0126)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000001.1	127756	128214	+	tcpS	1-459/459	===============	0/0	100.00	100.00	vfdb	NP_230482	(tcpS) toxin co-regulated pilus biosynthesis protein S [TCP (VF0126)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000001.1	128204	129715	+	tcpT	1-1512/1512	===============	0/0	100.00	99.87	vfdb	NP_230483	(tcpT) toxin co-regulated pilus biosynthesis protein T [TCP (VF0126)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000001.1	129690	130712	+	tcpE	1-1023/1023	===============	0/0	100.00	100.00	vfdb	NP_230484	(tcpE) toxin co-regulated pilus biosynthesis protein E [TCP (VF0126)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000001.1	130722	131738	+	tcpF	1-1017/1017	===============	0/0	100.00	99.90	vfdb	NP_230485	(tcpF) toxin co-regulated pilus biosynthesis protein F [TCP (VF0126)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000001.1	131945	132775	+	tcpN/toxT	1-831/831	===============	0/0	100.00	100.00	vfdb	NP_230486	(tcpN/toxT) TCP pilus virulence regulatory protein [TCP (VF0126)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000001.1	132775	133536	+	tcpJ	1-762/762	===============	0/0	100.00	100.00	vfdb	NP_230487	(tcpJ) leader peptidase TcpJ [TCP (VF0126)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000001.1	133543	135423	+	acfB	1-1881/1881	===============	0/0	100.00	99.95	vfdb	NP_230488	(acfB) accessory colonization factor AcfB [ACF (VF0127)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000001.1	135429	136199	+	acfC	1-771/771	===============	0/0	100.00	99.87	vfdb	NP_230489	(acfC) accessory colonization factor AcfC [ACF (VF0127)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000001.1	137608	138255	-	acfA	1-648/648	===============	0/0	100.00	99.85	vfdb	NP_230492	(acfA) accessory colonization factor AcfA [ACF (VF0127)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000001.1	138428	142990	+	acfD	1-4563/4563	===============	0/0	100.00	100.00	vfdb	NP_230493	(acfD) accessory colonization factor AcfD [ACF (VF0127)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000001.1	741731	742249	+	hcp-2	1-519/519	===============	0/0	100.00	97.50	vfdb	NP_232418	(hcp-2) type VI secretion system substrate Hcp-2 [VAS (SS181)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000001.1	742377	744294	+	vgrG-2	1-1918/2085	========/=====.	7/12	91.70	90.07	vfdb	NP_232419	(vgrG-2) type VI secretion system substrate VgrG-2 [VAS (SS181)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000001.1	777499	778902	-	rtxD	1-1404/1404	===============	0/0	100.00	100.00	vfdb	NP_231090	(rtxD) RTX toxin transporter RtxD [RTX toxin (CVF263)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000001.1	778857	781019	-	rtxB	1-2163/2163	===============	0/0	100.00	100.00	vfdb	NP_231091	(rtxB) RTX toxin transporter RtxB [RTX toxin (CVF263)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000001.1	781762	782223	+	rtxC	1-462/462	===============	0/0	100.00	100.00	vfdb	NP_231093	(rtxC) RTX toxin activating protein RtxC [RTX toxin (CVF263)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000001.1	782208	795901	+	rtxA	1-13677/13677	========/======	1/17	100.00	98.28	vfdb	NP_231094	(rtxA) RTX toxin RtxA [MARTX (VF0265)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000001.1	796295	797464	-	zot	1-1168/1200	========/======	2/2	97.33	98.29	vfdb	NP_231101	(zot) zona occludens toxin [Zot (VF0129)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000001.1	797461	797754	-	ace	1-294/294	===============	0/0	100.00	98.98	vfdb	NP_231102	(ace) accessory cholera enterotoxin [Ace (VF0130)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000001.1	802000	803169	-	zot	1-1168/1200	========/======	2/2	97.33	98.29	vfdb	NP_231101	(zot) zona occludens toxin [Zot (VF0129)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000001.1	803166	803459	-	ace	1-294/294	===============	0/0	100.00	98.98	vfdb	NP_231102	(ace) accessory cholera enterotoxin [Ace (VF0130)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000003.1	58566	60791	-	hlyA	1-2226/2226	===============	0/0	100.00	99.95	vfdb	NP_232618	(hlyA) Vibrio cholerae cytolysin VCC [VCC (VF0516)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000003.1	153305	156358	-	vgrG-3	1-3054/3054	===============	0/0	100.00	100.00	vfdb	NP_232524	(vgrG-3) type VI secretion system effector VgrG-3 protein lysozyme-like activity VgrG-3 and TsaB are a toxin-antitoxin complex [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000003.1	156318	156560	-	VCA0122	1-243/243	===============	0/0	100.00	100.00	vfdb	NP_232523	(VCA0122) type VI secretion system regulatory protein [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000003.1	156611	157876	-	vasL	1-1266/1266	===============	0/0	100.00	99.92	vfdb	NP_232522	(vasL) type VI secretion system protein VasL [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000003.1	157924	161469	-	icmF/vasK	1-3546/3546	===============	0/0	100.00	100.00	vfdb	NP_232521	(icmF/vasK) type VI secretion system inner membrane protein VasK [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000003.1	161485	162894	-	vasJ	1-1410/1410	===============	0/0	100.00	100.00	vfdb	NP_232520	(vasJ) type VI secretion system protein VasJ [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000003.1	162904	163587	-	vasI	1-684/684	===============	0/0	100.00	100.00	vfdb	NP_232519	(vasI) type VI secretion system protein VasI [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000003.1	163557	165149	-	vasH	1-1593/1593	===============	0/0	100.00	100.00	vfdb	NP_232518	(vasH) type VI secretion system regulatory protein VasH [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000003.1	165152	167761	-	clpB/vasG	1-2610/2610	===============	0/0	100.00	100.00	vfdb	NP_232517	(clpB/vasG) type VI secretion system AAA+ family ATPase [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000003.1	167787	168560	-	vasF	1-774/774	===============	0/0	100.00	100.00	vfdb	NP_232516	(vasF) type VI secretion system protein VasF [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000003.1	168563	169897	-	vasE	1-1335/1335	===============	0/0	100.00	100.00	vfdb	NP_232515	(vasE) type VI secretion system protein VasE [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000003.1	169904	170380	-	vasD	1-477/477	===============	0/0	100.00	100.00	vfdb	NP_232514	(vasD) type VI secretion system protein VasD [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000003.1	170383	171870	-	vasC	1-1488/1488	===============	0/0	100.00	100.00	vfdb	NP_232513	(vasC) type VI secretion system protein VasC [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000003.1	171873	172889	-	vasB	1-1017/1017	===============	0/0	100.00	100.00	vfdb	NP_232512	(vasB) type VI secretion system protein VasB [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000003.1	172853	174622	-	vasA	1-1770/1770	===============	0/0	100.00	100.00	vfdb	NP_232511	(vasA) type VI secretion system protein VasA [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000003.1	174628	175065	-	VCA0109	1-438/438	===============	0/0	100.00	100.00	vfdb	NP_232510	(VCA0109) type VI secretion system protein [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000003.1	175068	176546	-	vipB/mglB	1-1479/1479	===============	0/0	100.00	100.00	vfdb	NP_232509	(vipB/mglB) type VI secretion system tubule-forming protein VipB [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000003.1	176587	177093	-	vipA/mglA	1-507/507	===============	0/0	100.00	100.00	vfdb	NP_232508	(vipA/mglA) type VI secretion system tubule-forming protein VipA [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000003.1	271425	273509	-	vgrG-2	1-2085/2085	===============	0/0	100.00	100.00	vfdb	NP_232419	(vgrG-2) type VI secretion system substrate VgrG-2 [VAS (SS181)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000003.1	273637	274155	-	hcp-2	1-519/519	===============	0/0	100.00	100.00	vfdb	NP_232418	(hcp-2) type VI secretion system substrate Hcp-2 [VAS (SS181)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000004.1	157146	157664	+	luxS	1-519/519	===============	0/0	100.00	100.00	vfdb	NP_230208	(luxS) S-ribosylhomocysteinase [AI-2 (VF0406)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820195.1_ASM3282019v1_genomic.fna.gz	JAUPDQ010000010.1	20494	21663	-	cqsA	1-1170/1170	===============	0/0	100.00	100.00	vfdb	NP_232914	(cqsA) CAI-1 autoinducer synthase [CAI-1 (VF0405)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_032820295.1_ASM3282029v1_genomic.fna.gz	JAUPDR010000001.1	26694	27863	-	cqsA	1-1170/1170	===============	0/0	100.00	99.23	vfdb	NP_232914	(cqsA) CAI-1 autoinducer synthase [CAI-1 (VF0405)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820295.1_ASM3282029v1_genomic.fna.gz	JAUPDR010000001.1	667847	668365	+	hcp-2	1-519/519	===============	0/0	100.00	97.88	vfdb	NP_232418	(hcp-2) type VI secretion system substrate Hcp-2 [VAS (SS181)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820295.1_ASM3282029v1_genomic.fna.gz	JAUPDR010000001.1	668493	670420	+	vgrG-2	1-1928/2085	==============.	0/0	92.47	95.85	vfdb	NP_232419	(vgrG-2) type VI secretion system substrate VgrG-2 [VAS (SS181)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820295.1_ASM3282029v1_genomic.fna.gz	JAUPDR010000001.1	765040	765546	+	vipA/mglA	1-507/507	===============	0/0	100.00	99.80	vfdb	NP_232508	(vipA/mglA) type VI secretion system tubule-forming protein VipA [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
GCA_032820295.1_ASM3282029v1_genomic.fna.gz	JAUPDR010000001.1	765587	767065	+	vipB/mglB	1-1479/1479	===============	0/0	100.00	99.39	vfdb	NP_232509	(vipB/mglB) type VI secretion system tubule-forming protein VipB [T6SS (VF0335)] [Vibrio cholerae O1 biovar El Tor str. N16961]	
